locus_tag	ftype	length_bp	gene	EC_number	COG	product
CFCHDMIM_02145	CDS	486	moaE1	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 1
CFCHDMIM_02146	CDS	255				hypothetical protein
CFCHDMIM_02147	CDS	1035	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
CFCHDMIM_02148	CDS	2274	napA	1.9.6.1		Periplasmic nitrate reductase
CFCHDMIM_02149	CDS	630	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
CFCHDMIM_02150	CDS	2781	nasA	1.7.-.-		Nitrate reductase
CFCHDMIM_02151	CDS	1623	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
CFCHDMIM_02152	CDS	2547	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
CFCHDMIM_02153	CDS	270				hypothetical protein
CFCHDMIM_02154	CDS	591	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
CFCHDMIM_02155	CDS	1011	cmpC	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
CFCHDMIM_02156	CDS	1329	umuC_2		COG0389	Protein UmuC
CFCHDMIM_02157	CDS	456	aroQ	4.2.1.10		3-dehydroquinate dehydratase
CFCHDMIM_02158	CDS	420	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
CFCHDMIM_02159	CDS	1371	accC	6.3.4.14	COG0439	Biotin carboxylase
CFCHDMIM_02160	CDS	504				hypothetical protein
CFCHDMIM_02161	CDS	429				hypothetical protein
CFCHDMIM_02162	CDS	300				IS3 family transposase ISAba22
CFCHDMIM_02163	CDS	855				IS3 family transposase ISAba22
CFCHDMIM_02164	CDS	150				hypothetical protein
CFCHDMIM_02165	CDS	594				hypothetical protein
CFCHDMIM_02166	CDS	648				hypothetical protein
CFCHDMIM_02167	CDS	681				hypothetical protein
CFCHDMIM_02168	tRNA	76				tRNA-Glu(ttc)
CFCHDMIM_02169	CDS	948				hypothetical protein
CFCHDMIM_02170	CDS	339				hypothetical protein
CFCHDMIM_02171	CDS	957	czcD_1			Metal cation efflux system protein CzcD
CFCHDMIM_02172	CDS	3159	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
CFCHDMIM_02173	CDS	1209	czcB			Cobalt-zinc-cadmium resistance protein CzcB
CFCHDMIM_02174	CDS	1410				hypothetical protein
CFCHDMIM_02175	CDS	372				hypothetical protein
CFCHDMIM_02176	CDS	612				hypothetical protein
CFCHDMIM_02177	CDS	195				hypothetical protein
CFCHDMIM_02178	CDS	435				hypothetical protein
CFCHDMIM_02179	CDS	693				hypothetical protein
CFCHDMIM_02180	CDS	381				hypothetical protein
CFCHDMIM_02181	CDS	1662	ettA		COG0488	Energy-dependent translational throttle protein EttA
CFCHDMIM_02182	CDS	1278		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
CFCHDMIM_02183	CDS	891	acr1	1.2.1.-	COG3320	Fatty acyl-CoA reductase
CFCHDMIM_02184	CDS	2190				hypothetical protein
CFCHDMIM_02185	CDS	2349	yhgF		COG2183	Protein YhgF
CFCHDMIM_02186	CDS	765	ompR			Transcriptional regulatory protein OmpR
CFCHDMIM_02187	CDS	1458	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
CFCHDMIM_02188	CDS	1515	cat1	2.8.3.-	COG0427	Succinyl-CoA:coenzyme A transferase
CFCHDMIM_02189	CDS	432	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
CFCHDMIM_02190	tRNA	76				tRNA-Phe(gaa)
CFCHDMIM_02191	CDS	384	panZ			PanD regulatory factor
CFCHDMIM_02192	CDS	594	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
CFCHDMIM_02193	CDS	618	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
CFCHDMIM_02194	CDS	549				hypothetical protein
CFCHDMIM_02195	CDS	642	rnd_2	3.1.13.5		Ribonuclease D
CFCHDMIM_02196	CDS	732	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
CFCHDMIM_02197	CDS	552	sutR_1		COG1396	HTH-type transcriptional regulator SutR
CFCHDMIM_02198	CDS	903				hypothetical protein
CFCHDMIM_02199	CDS	312				hypothetical protein
CFCHDMIM_02200	CDS	390				hypothetical protein
CFCHDMIM_02201	CDS	630				hypothetical protein
CFCHDMIM_02202	CDS	951	thrB	2.7.1.39	COG2334	Homoserine kinase
CFCHDMIM_02203	CDS	759	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
CFCHDMIM_02204	CDS	639				hypothetical protein
CFCHDMIM_02205	CDS	1005	virS			HTH-type transcriptional regulator VirS
CFCHDMIM_02206	CDS	690	aqpZ2			Aquaporin Z 2
CFCHDMIM_02207	CDS	243				hypothetical protein
CFCHDMIM_02208	CDS	600	eamB_1		COG1280	Cysteine/O-acetylserine efflux protein
CFCHDMIM_02209	CDS	1104				hypothetical protein
CFCHDMIM_02210	CDS	444				hypothetical protein
CFCHDMIM_02211	CDS	1878	kup			Low affinity potassium transport system protein kup
CFCHDMIM_02212	tRNA	90				tRNA-Ser(gga)
CFCHDMIM_02213	CDS	459				hypothetical protein
CFCHDMIM_02214	CDS	672				hypothetical protein
CFCHDMIM_02215	CDS	558	ywrO	1.6.99.-	COG2249	General stress protein 14
CFCHDMIM_02216	CDS	336	hxlR_2		COG1733	HTH-type transcriptional activator HxlR
CFCHDMIM_02217	CDS	882				hypothetical protein
CFCHDMIM_02218	CDS	306				hypothetical protein
CFCHDMIM_02219	CDS	564	esiB_2			Secretory immunoglobulin A-binding protein EsiB
CFCHDMIM_02220	CDS	552				hypothetical protein
CFCHDMIM_02221	CDS	903	rhaS_5			HTH-type transcriptional activator RhaS
CFCHDMIM_02222	CDS	1002	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
CFCHDMIM_02223	CDS	393				hypothetical protein
CFCHDMIM_02224	CDS	744				hypothetical protein
CFCHDMIM_02225	CDS	888				hypothetical protein
CFCHDMIM_02226	CDS	921	hcaR_2			Hca operon transcriptional activator HcaR
CFCHDMIM_02227	CDS	1245	ynfM			Inner membrane transport protein YnfM
CFCHDMIM_02228	tRNA	76				tRNA-Thr(tgt)
CFCHDMIM_02229	CDS	171				hypothetical protein
CFCHDMIM_02230	CDS	423				hypothetical protein
CFCHDMIM_02231	CDS	855				hypothetical protein
CFCHDMIM_02232	CDS	1338		1.6.3.5		Renalase
CFCHDMIM_02233	CDS	873				hypothetical protein
CFCHDMIM_02234	CDS	627	ycaC_2	4.-.-.-	COG1335	putative hydrolase YcaC
CFCHDMIM_02235	CDS	975	dmlR_9			HTH-type transcriptional regulator DmlR
CFCHDMIM_02236	CDS	1449	gabD_2	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
CFCHDMIM_02237	CDS	1293	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
CFCHDMIM_02238	CDS	1545	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
CFCHDMIM_02239	CDS	1443	gabP_1		COG1113	GABA permease
CFCHDMIM_02240	CDS	549	sutR_2		COG1396	HTH-type transcriptional regulator SutR
CFCHDMIM_02241	CDS	696				hypothetical protein
CFCHDMIM_02242	CDS	324				hypothetical protein
CFCHDMIM_02243	CDS	582				Single-stranded DNA-binding protein
CFCHDMIM_02244	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
CFCHDMIM_02245	CDS	1083				hypothetical protein
CFCHDMIM_02246	CDS	675	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
CFCHDMIM_02247	CDS	342	ydgC		COG3136	Inner membrane protein YdgC
CFCHDMIM_02248	CDS	354				hypothetical protein
CFCHDMIM_02249	CDS	978	tdh_2	1.1.1.103		L-threonine 3-dehydrogenase
CFCHDMIM_02250	CDS	603	nemR			HTH-type transcriptional repressor NemR
CFCHDMIM_02251	CDS	2832	uvrA		COG0178	UvrABC system protein A
CFCHDMIM_02252	CDS	1656				hypothetical protein
CFCHDMIM_02253	CDS	1707				hypothetical protein
CFCHDMIM_02254	CDS	900				hypothetical protein
CFCHDMIM_02255	CDS	1968			COG1292	Glycine betaine transporter
CFCHDMIM_02256	CDS	693				hypothetical protein
CFCHDMIM_02257	CDS	1716	actP_2		COG4147	Cation/acetate symporter ActP
CFCHDMIM_02258	CDS	333	yjcH_1		COG3162	Inner membrane protein YjcH
CFCHDMIM_02259	CDS	3498	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
CFCHDMIM_02260	CDS	768				hypothetical protein
CFCHDMIM_02261	CDS	651	exaE			Transcriptional activator protein ExaE
CFCHDMIM_02262	CDS	738				hypothetical protein
CFCHDMIM_02263	CDS	1113	sfnG	1.14.14.35		FMNH(2)-dependent dimethylsulfone monooxygenase
CFCHDMIM_02264	CDS	192				hypothetical protein
CFCHDMIM_02265	CDS	228				hypothetical protein
CFCHDMIM_02266	CDS	765				hypothetical protein
CFCHDMIM_02267	CDS	210				hypothetical protein
CFCHDMIM_02268	CDS	315				hypothetical protein
CFCHDMIM_02269	CDS	879				hypothetical protein
CFCHDMIM_02270	CDS	387				hypothetical protein
CFCHDMIM_02271	CDS	501				hypothetical protein
CFCHDMIM_02272	CDS	270				hypothetical protein
CFCHDMIM_02273	CDS	291				hypothetical protein
CFCHDMIM_02274	CDS	1020	xerC_2			Tyrosine recombinase XerC
CFCHDMIM_02275	CDS	456	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
CFCHDMIM_02276	CDS	1074	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
CFCHDMIM_02277	CDS	576	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
CFCHDMIM_02278	CDS	381				hypothetical protein
CFCHDMIM_02279	CDS	1152	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
CFCHDMIM_02280	CDS	213	cspG		COG1278	Cold shock-like protein CspG
CFCHDMIM_02281	CDS	246	tusA_2			Sulfur carrier protein TusA
CFCHDMIM_02282	CDS	867	rpoH		COG0568	RNA polymerase sigma factor RpoH
CFCHDMIM_02283	CDS	366				hypothetical protein
CFCHDMIM_02284	CDS	198				hypothetical protein
CFCHDMIM_02285	CDS	786	thiG	2.8.1.10	COG2022	Thiazole synthase
CFCHDMIM_02286	CDS	624				hypothetical protein
CFCHDMIM_02287	CDS	774	yaaA		COG3022	Peroxide stress resistance protein YaaA
CFCHDMIM_02288	CDS	633				hypothetical protein
CFCHDMIM_02289	CDS	957	rbn	3.1.-.-	COG1234	Ribonuclease BN
CFCHDMIM_02290	CDS	1461	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
CFCHDMIM_02291	CDS	384				hypothetical protein
CFCHDMIM_02292	CDS	2247	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
CFCHDMIM_02293	CDS	1110	pheA			Bifunctional chorismate mutase/prephenate dehydratase
CFCHDMIM_02294	CDS	945				hypothetical protein
CFCHDMIM_02295	CDS	1146	mmgC_7	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
CFCHDMIM_02296	CDS	1359	dctA_3		COG1301	Aerobic C4-dicarboxylate transport protein
CFCHDMIM_02297	CDS	1014	trpD_1	2.4.2.18		Anthranilate phosphoribosyltransferase
CFCHDMIM_02298	CDS	273				hypothetical protein
CFCHDMIM_02299	CDS	909	nadK	2.7.1.23	COG0061	NAD kinase
CFCHDMIM_02300	CDS	2397	mrcB		COG0744	Penicillin-binding protein 1B
CFCHDMIM_02301	CDS	552				hypothetical protein
CFCHDMIM_02302	CDS	900	thiE_2	2.5.1.3		Thiamine-phosphate synthase
CFCHDMIM_02303	CDS	171				hypothetical protein
CFCHDMIM_02304	CDS	1359	qseC_1	2.7.13.3		Sensor protein QseC
CFCHDMIM_02305	CDS	663	qseB_1			Transcriptional regulatory protein QseB
CFCHDMIM_02306	CDS	360				hypothetical protein
CFCHDMIM_02307	CDS	1758				hypothetical protein
CFCHDMIM_02308	CDS	1269				hypothetical protein
CFCHDMIM_02309	CDS	729	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
CFCHDMIM_02310	CDS	780	fpr_2	1.18.1.2	COG1018	Ferredoxin--NADP reductase
CFCHDMIM_02311	CDS	870	yddE_3	5.1.-.-	COG0384	putative isomerase YddE
CFCHDMIM_02312	CDS	1464	norG_3		COG1167	HTH-type transcriptional regulator NorG
CFCHDMIM_02313	CDS	1371	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
CFCHDMIM_02314	CDS	264			COG1145	putative ferredoxin-like protein
CFCHDMIM_02315	CDS	330	emrE		COG2076	Multidrug transporter EmrE
CFCHDMIM_02316	CDS	777	hisP		COG4598	Histidine transport ATP-binding protein HisP
CFCHDMIM_02317	CDS	714	hisM		COG4160	Histidine transport system permease protein HisM
CFCHDMIM_02318	CDS	690	hisQ		COG4215	Histidine transport system permease protein HisQ
CFCHDMIM_02319	CDS	786	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
CFCHDMIM_02320	CDS	1032	dmlR_10			HTH-type transcriptional regulator DmlR
CFCHDMIM_02321	CDS	174				hypothetical protein
CFCHDMIM_02322	CDS	1221	mdtE			Multidrug resistance protein MdtE
CFCHDMIM_02323	CDS	3180	oqxB7			multidrug efflux RND transporter permease subunit OqxB7
CFCHDMIM_02324	CDS	1449	ttgC		COG1538	putative efflux pump outer membrane protein TtgC
CFCHDMIM_02325	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
CFCHDMIM_02326	CDS	828	rraB_2			Regulator of ribonuclease activity B
CFCHDMIM_02327	CDS	1230				hypothetical protein
CFCHDMIM_02328	CDS	687	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
CFCHDMIM_02329	CDS	633				hypothetical protein
CFCHDMIM_02330	tRNA	77				tRNA-Arg(ccg)
CFCHDMIM_02331	CDS	936	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
CFCHDMIM_02332	CDS	774	yadH		COG0842	Inner membrane transport permease YadH
CFCHDMIM_02333	CDS	813	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
CFCHDMIM_02334	CDS	651				hypothetical protein
CFCHDMIM_02335	CDS	1143	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
CFCHDMIM_02336	CDS	1002	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
CFCHDMIM_02337	CDS	618	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
CFCHDMIM_02338	CDS	453				hypothetical protein
CFCHDMIM_02339	CDS	318				hypothetical protein
CFCHDMIM_02340	CDS	717				hypothetical protein
CFCHDMIM_02341	CDS	825	rhaS_6			HTH-type transcriptional activator RhaS
CFCHDMIM_02342	CDS	486				hypothetical protein
CFCHDMIM_02343	CDS	876	tsf		COG0264	Elongation factor Ts
CFCHDMIM_02344	CDS	753	rpsB		COG0052	30S ribosomal protein S2
CFCHDMIM_02345	CDS	828	map_2	3.4.11.18	COG0024	Methionine aminopeptidase
CFCHDMIM_02346	CDS	1071				hypothetical protein
CFCHDMIM_02347	CDS	1347	nrtP		COG2223	Nitrate/nitrite transporter NrtP
CFCHDMIM_02348	CDS	1215				L-lactate transporter
CFCHDMIM_02349	CDS	135				hypothetical protein
CFCHDMIM_02350	CDS	1413	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
CFCHDMIM_02351	CDS	1014	lipA_2	2.8.1.8	COG0320	Lipoyl synthase
CFCHDMIM_02352	CDS	2466	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
CFCHDMIM_02353	CDS	384				hypothetical protein
CFCHDMIM_02354	CDS	537				hypothetical protein
CFCHDMIM_02355	CDS	1383	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
CFCHDMIM_02356	CDS	837	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
CFCHDMIM_02357	CDS	723	rsmE_2	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
CFCHDMIM_02358	CDS	2850				hypothetical protein
CFCHDMIM_02359	CDS	2271	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
CFCHDMIM_02360	CDS	1239	cca		COG0617	Multifunctional CCA protein
CFCHDMIM_02361	CDS	1176	degS	3.4.21.107	COG0265	Serine endoprotease DegS
CFCHDMIM_02362	CDS	759			COG0327	GTP cyclohydrolase 1 type 2 
CFCHDMIM_02363	CDS	627	sodB	1.15.1.1		Superoxide dismutase [Fe]
CFCHDMIM_02364	tRNA	76				tRNA-Asn(gtt)
CFCHDMIM_02365	tRNA	76				tRNA-Asn(gtt)
CFCHDMIM_02366	CDS	1641				hypothetical protein
CFCHDMIM_02367	CDS	1503	nhaP		COG0025	Na(+)/H(+) antiporter NhaP
CFCHDMIM_02368	CDS	900				hypothetical protein
CFCHDMIM_02369	CDS	924	yedI		COG2354	Inner membrane protein YedI
CFCHDMIM_02370	CDS	1014	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
CFCHDMIM_02371	CDS	891	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
CFCHDMIM_02372	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
CFCHDMIM_02373	CDS	1434	lpdG	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
CFCHDMIM_02374	CDS	1197	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
CFCHDMIM_02375	CDS	2841	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
CFCHDMIM_02376	CDS	711	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
CFCHDMIM_02377	CDS	1836	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
CFCHDMIM_02378	CDS	366	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
CFCHDMIM_02379	CDS	393	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
CFCHDMIM_02380	CDS	1275	gltA	2.3.3.16	COG0372	Citrate synthase
CFCHDMIM_02381	CDS	486				hypothetical protein
CFCHDMIM_02382	CDS	933	glpE_3	2.8.1.1		Thiosulfate sulfurtransferase GlpE
CFCHDMIM_02383	CDS	1122				hypothetical protein
CFCHDMIM_02384	CDS	525				hypothetical protein
CFCHDMIM_02385	CDS	207				hypothetical protein
CFCHDMIM_02386	CDS	1887	rpoD		COG0568	RNA polymerase sigma factor RpoD
CFCHDMIM_02387	CDS	288				hypothetical protein
CFCHDMIM_02388	CDS	654	lipB	2.3.1.181	COG0321	Octanoyltransferase
CFCHDMIM_02389	CDS	450				hypothetical protein
CFCHDMIM_02390	CDS	1185	dhaT_2	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
CFCHDMIM_02391	CDS	1401	plaP		COG0531	Low-affinity putrescine importer PlaP
CFCHDMIM_02392	CDS	561	fldP_2			Flavodoxin FldP
CFCHDMIM_02393	CDS	381	yybR		COG1733	putative HTH-type transcriptional regulator YybR
CFCHDMIM_02394	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
CFCHDMIM_02395	CDS	1374	cysG		COG0007	Siroheme synthase
CFCHDMIM_02396	CDS	1272	serS	6.1.1.11	COG0172	Serine--tRNA ligase
CFCHDMIM_02397	CDS	789				hypothetical protein
CFCHDMIM_02398	CDS	696	lolA_2		COG2834	Outer-membrane lipoprotein carrier protein
CFCHDMIM_02399	CDS	258	rpmA		COG0211	50S ribosomal protein L27
CFCHDMIM_02400	CDS	312	rplU		COG0261	50S ribosomal protein L21
CFCHDMIM_02401	CDS	978	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
CFCHDMIM_02402	CDS	2061				hypothetical protein
CFCHDMIM_02403	CDS	627				hypothetical protein
CFCHDMIM_02404	CDS	1251	acrA			Multidrug efflux pump subunit AcrA
CFCHDMIM_02405	CDS	3177	mexB_2		COG0841	Multidrug resistance protein MexB
CFCHDMIM_02406	CDS	1455	oprM_1		COG1538	Outer membrane protein OprM
CFCHDMIM_02407	CDS	348				hypothetical protein
CFCHDMIM_02408	CDS	435				hypothetical protein
CFCHDMIM_02409	CDS	435				hypothetical protein
CFCHDMIM_02410	CDS	807	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
CFCHDMIM_02411	CDS	678				hypothetical protein
CFCHDMIM_02412	CDS	2880	valS	6.1.1.9	COG0525	Valine--tRNA ligase
CFCHDMIM_02413	CDS	585	cmoA_2	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
CFCHDMIM_02414	CDS	1017				hypothetical protein
CFCHDMIM_02415	CDS	906				hypothetical protein
CFCHDMIM_02416	CDS	885	cmpR_3			HTH-type transcriptional activator CmpR
CFCHDMIM_02417	CDS	1188	amtB_1			Ammonia channel
CFCHDMIM_02418	CDS	600				hypothetical protein
CFCHDMIM_02419	CDS	1335	qseC_2	2.7.13.3		Sensor protein QseC
CFCHDMIM_02420	CDS	675	qseB_2			Transcriptional regulatory protein QseB
CFCHDMIM_02421	CDS	1602	eptA_1	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
CFCHDMIM_02422	CDS	1305				hypothetical protein
CFCHDMIM_02423	CDS	1248	ampG		COG0477	Anhydromuropeptide permease
CFCHDMIM_02424	CDS	627				hypothetical protein
CFCHDMIM_02425	CDS	918				hypothetical protein
CFCHDMIM_02426	CDS	462				hypothetical protein
CFCHDMIM_02427	CDS	855	qmcA		COG0330	Protein QmcA
CFCHDMIM_02428	CDS	369				hypothetical protein
CFCHDMIM_02429	CDS	912	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
CFCHDMIM_02430	CDS	1188	prpF	5.3.3.-	COG2828	2-methyl-aconitate isomerase
CFCHDMIM_02431	CDS	1356	aroP_2		COG1113	Aromatic amino acid transport protein AroP
CFCHDMIM_02432	tRNA	74				tRNA-Arg(cct)
CFCHDMIM_02433	CDS	876	hchA_2	3.1.2.-		Protein/nucleic acid deglycase HchA
CFCHDMIM_02434	CDS	999	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
CFCHDMIM_02435	CDS	894	rhaS_7			HTH-type transcriptional activator RhaS
CFCHDMIM_02436	CDS	819	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
CFCHDMIM_02437	CDS	801				hypothetical protein
CFCHDMIM_02438	CDS	993				hypothetical protein
CFCHDMIM_02439	CDS	1035				putative HTH-type transcriptional regulator
CFCHDMIM_02440	CDS	699	kefF_2	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
CFCHDMIM_02441	CDS	1512				hypothetical protein
CFCHDMIM_02442	CDS	618	thrH	3.1.3.3	COG0560	Phosphoserine phosphatase ThrH
CFCHDMIM_02443	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
CFCHDMIM_02444	CDS	1386	wax-dgaT	2.3.1.20		O-acyltransferase WSD
CFCHDMIM_02445	CDS	174				hypothetical protein
CFCHDMIM_02446	CDS	1455	rng	3.1.26.-	COG1530	Ribonuclease G
CFCHDMIM_02447	CDS	561	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
CFCHDMIM_02448	CDS	492				hypothetical protein
CFCHDMIM_02449	CDS	858	mreC		COG1792	Cell shape-determining protein MreC
CFCHDMIM_02450	CDS	1041	mreB		COG1077	Cell shape-determining protein MreB
CFCHDMIM_02451	CDS	315	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
CFCHDMIM_02452	CDS	1479	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
CFCHDMIM_02453	CDS	1470	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
CFCHDMIM_02454	CDS	1152	ampC	3.5.2.6	COG1680	Beta-lactamase
CFCHDMIM_02455	CDS	1884				hypothetical protein
CFCHDMIM_02456	CDS	471				hypothetical protein
CFCHDMIM_02457	CDS	795				hypothetical protein
CFCHDMIM_02458	CDS	1074	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
CFCHDMIM_02459	CDS	1248				hypothetical protein
CFCHDMIM_02460	CDS	1170	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
CFCHDMIM_02461	CDS	756				hypothetical protein
CFCHDMIM_02462	CDS	735	lgrE	1.1.-.-		Linear gramicidin dehydrogenase LgrE
CFCHDMIM_02463	CDS	1596	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CFCHDMIM_02464	CDS	1611			COG1132	putative ABC transporter ATP-binding/permease protein
CFCHDMIM_02465	CDS	156				hypothetical protein
CFCHDMIM_02466	CDS	1152	hdc	4.1.1.22		Histidine decarboxylase
CFCHDMIM_02467	CDS	870	entB	6.3.2.14	COG1535	Enterobactin synthase component B
CFCHDMIM_02468	CDS	1629	entE	6.3.2.14	COG1021	Enterobactin synthase component E
CFCHDMIM_02469	CDS	2943				hypothetical protein
CFCHDMIM_02470	CDS	1311	iucD_2	1.14.13.59	COG3486	L-lysine N6-monooxygenase
CFCHDMIM_02471	CDS	2256	fatA_2			Ferric-anguibactin receptor FatA
CFCHDMIM_02472	CDS	969	fatB			Ferric-anguibactin-binding protein FatB
CFCHDMIM_02473	CDS	771	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
CFCHDMIM_02474	CDS	948	fatC			Ferric-anguibactin transport system permease protein FatC
CFCHDMIM_02475	CDS	942	fatD			Ferric-anguibactin transport system permease protein FatD
CFCHDMIM_02476	CDS	132				hypothetical protein
CFCHDMIM_02477	CDS	108				hypothetical protein
CFCHDMIM_02478	CDS	2097				hypothetical protein
CFCHDMIM_02479	CDS	1848	angR			Anguibactin system regulator
CFCHDMIM_02480	CDS	861				hypothetical protein
CFCHDMIM_02481	CDS	624	dauR		COG2964	Transcriptional regulator DauR
CFCHDMIM_02482	CDS	435	thadh_1	4.3.1.16		L-threo-3-hydroxyaspartate ammonia-lyase
CFCHDMIM_02483	CDS	504	thadh_2	4.3.1.16		L-threo-3-hydroxyaspartate ammonia-lyase
CFCHDMIM_02484	CDS	687	yhhW_1	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
CFCHDMIM_02485	CDS	564				hypothetical protein
CFCHDMIM_02486	CDS	558	betI_8			HTH-type transcriptional regulator BetI
CFCHDMIM_02487	CDS	567				hypothetical protein
CFCHDMIM_02488	CDS	1098	ccrA2	1.3.1.86	COG0604	Crotonyl-CoA reductase
CFCHDMIM_02489	CDS	1125		4.2.1.171		Cis-3-hydroxy-L-proline dehydratase
CFCHDMIM_02490	CDS	1335	ygcS			Inner membrane metabolite transport protein YgcS
CFCHDMIM_02491	CDS	207				hypothetical protein
CFCHDMIM_02492	CDS	930				hypothetical protein
CFCHDMIM_02493	CDS	909	yddG		COG0697	Aromatic amino acid exporter YddG
CFCHDMIM_02494	CDS	618				hypothetical protein
CFCHDMIM_02495	CDS	1173				hypothetical protein
CFCHDMIM_02496	CDS	354	eutQ		COG4766	Ethanolamine utilization protein EutQ
CFCHDMIM_02497	CDS	1317	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
